3,1,-13.31,0.05,344.25,1062.41,1,-1,-1,-1
3,2,856.94,155.64,258.37,608.85,1,-1,-1,-1
3,3,383.26,262.77,104.15,321.71,1,-1,-1,-1
3,4,529.26,258.62,91.63,324.13,1,-1,-1,-1
3,5,858.12,221.28,89.34,320.95,1,-1,-1,-1
4,1,-11.60,4.03,341.32,1056.04,1,-1,-1,-1
4,2,860.48,152.87,256.72,609.29,1,-1,-1,-1
4,3,375.85,261.22,104.85,322.67,1,-1,-1,-1
4,4,524.76,256.15,93.84,331.09,1,-1,-1,-1
4,5,856.54,218.01,89.73,322.36,1,-1,-1,-1
5,1,-21.41,18.12,339.18,1056.64,1,-1,-1,-1
5,2,856.00,151.51,259.05,619.65,1,-1,-1,-1
5,3,366.74,253.36,107.51,329.48,1,-1,-1,-1
5,4,517.88,255.37,94.41,331.94,1,-1,-1,-1
5,5,852.71,226.54,85.21,306.94,1,-1,-1,-1
5,9,1024.59,209.03,103.39,423.04,1,-1,-1,-1
6,1,-25.73,38.98,328.74,1033.24,1,-1,-1,-1
6,2,852.31,150.12,258.05,624.92,1,-1,-1,-1
6,3,358.91,250.94,108.63,331.03,1,-1,-1,-1
6,4,511.85,249.80,96.15,337.40,1,-1,-1,-1
6,5,849.76,235.83,82.90,299.10,1,-1,-1,-1
6,9,1026.29,221.80,99.37,407.43,1,-1,-1,-1
7,1,-34.93,40.21,325.54,1038.24,1,-1,-1,-1
7,2,849.82,146.04,258.25,635.11,1,-1,-1,-1
7,3,353.50,253.74,109.72,332.17,1,-1,-1,-1
7,4,505.81,251.40,98.09,343.08,1,-1,-1,-1
7,5,843.39,222.90,89.58,324.45,1,-1,-1,-1
7,9,1026.99,230.11,96.41,396.57,1,-1,-1,-1
7,11,681.66,321.22,37.15,112.52,1,-1,-1,-1
7,13,788.16,290.68,42.96,144.57,1,-1,-1,-1
8,1,-36.71,52.77,316.78,1027.75,1,-1,-1,-1
8,2,850.59,144.18,253.18,632.56,1,-1,-1,-1
8,3,343.48,250.93,112.34,338.17,1,-1,-1,-1
8,4,502.12,255.20,98.20,341.87,1,-1,-1,-1
8,5,840.16,222.50,92.98,338.35,1,-1,-1,-1
8,9,1029.73,253.07,91.85,377.48,1,-1,-1,-1
8,11,679.43,324.08,36.45,110.19,1,-1,-1,-1
8,13,789.15,299.79,39.75,133.35,1,-1,-1,-1
8,14,712.77,311.83,41.98,117.86,1,-1,-1,-1
9,1,-42.80,60.38,308.01,1020.72,1,-1,-1,-1
9,2,847.45,146.74,250.95,637.76,1,-1,-1,-1
9,3,337.73,252.25,113.10,339.67,1,-1,-1,-1
9,4,496.80,257.08,99.82,346.55,1,-1,-1,-1
9,5,840.97,215.35,92.95,339.05,1,-1,-1,-1
9,9,1027.70,256.34,92.00,378.55,1,-1,-1,-1
9,11,675.92,325.46,36.98,111.71,1,-1,-1,-1
9,13,788.20,301.54,39.63,132.82,1,-1,-1,-1
9,14,711.97,313.29,41.87,117.86,1,-1,-1,-1
9,15,1683.76,539.98,58.10,165.95,1,-1,-1,-1
9,17,770.81,302.60,40.36,132.90,1,-1,-1,-1
10,1,-50.64,62.62,292.68,998.09,1,-1,-1,-1
10,2,842.87,145.87,249.26,645.24,1,-1,-1,-1
10,3,330.87,251.14,115.66,345.99,1,-1,-1,-1
10,4,491.54,251.97,102.60,354.29,1,-1,-1,-1
10,5,837.82,213.73,95.01,347.90,1,-1,-1,-1
10,9,1023.49,249.86,94.53,390.18,1,-1,-1,-1
10,11,674.57,326.25,36.91,111.50,1,-1,-1,-1
10,13,789.93,304.82,38.70,129.69,1,-1,-1,-1
10,14,710.92,315.00,43.32,122.33,1,-1,-1,-1
10,15,1689.40,542.39,52.10,148.34,1,-1,-1,-1
10,17,770.35,307.69,39.98,131.28,1,-1,-1,-1
11,1,-33.12,86.35,244.20,848.91,1,-1,-1,-1
11,2,840.27,144.48,247.10,650.45,1,-1,-1,-1
11,3,325.61,252.82,116.30,347.05,1,-1,-1,-1
11,4,484.17,251.24,103.98,358.39,1,-1,-1,-1
11,5,831.81,196.28,107.47,400.35,1,-1,-1,-1
11,9,1021.76,248.74,95.39,395.59,1,-1,-1,-1
11,13,787.78,320.81,35.78,119.46,1,-1,-1,-1
11,14,709.21,317.07,44.36,125.81,1,-1,-1,-1
11,15,1690.95,543.31,50.83,144.46,1,-1,-1,-1
11,17,769.95,316.27,39.11,127.98,1,-1,-1,-1
12,1,-21.08,89.74,202.85,715.50,1,-1,-1,-1
12,2,842.73,152.29,237.21,633.06,1,-1,-1,-1
12,3,320.66,254.39,118.22,349.63,1,-1,-1,-1
12,4,478.50,250.57,104.88,358.71,1,-1,-1,-1
12,5,834.40,239.92,88.42,329.73,1,-1,-1,-1
12,9,1019.66,238.65,97.93,409.24,1,-1,-1,-1
12,13,784.41,316.40,37.66,125.51,1,-1,-1,-1
12,14,706.93,316.36,46.32,132.59,1,-1,-1,-1
12,15,1688.14,542.33,56.90,160.97,1,-1,-1,-1
12,17,768.76,313.13,40.63,132.46,1,-1,-1,-1
12,21,1361.60,316.93,49.65,57.05,1,-1,-1,-1
12,22,171.96,119.31,1881.26,715.00,1,-1,-1,-1
13,1,-18.38,110.65,179.23,643.37,1,-1,-1,-1
13,2,839.90,147.34,237.83,645.09,1,-1,-1,-1
13,3,311.23,250.77,123.13,363.08,1,-1,-1,-1
13,4,474.94,245.36,106.79,363.03,1,-1,-1,-1
13,5,831.72,241.01,88.94,331.64,1,-1,-1,-1
13,9,1019.53,236.78,96.43,406.89,1,-1,-1,-1
13,11,659.76,333.89,38.15,115.54,1,-1,-1,-1
13,13,782.02,317.55,37.65,125.21,1,-1,-1,-1
13,14,706.24,316.61,46.72,134.94,1,-1,-1,-1
13,15,1688.61,540.46,57.70,162.38,1,-1,-1,-1
13,17,767.87,315.41,40.13,130.38,1,-1,-1,-1
13,21,1357.76,311.21,52.68,61.04,1,-1,-1,-1
13,22,233.87,134.55,1764.44,672.43,1,-1,-1,-1
14,1,-19.87,121.45,165.36,593.58,1,-1,-1,-1
14,2,839.23,145.44,237.17,652.66,1,-1,-1,-1
14,3,303.79,251.75,125.53,367.80,1,-1,-1,-1
14,4,468.15,246.10,108.09,362.55,1,-1,-1,-1
14,9,1017.87,228.83,97.42,414.62,1,-1,-1,-1
14,11,656.87,335.43,38.30,116.00,1,-1,-1,-1
14,13,783.15,317.04,37.65,126.06,1,-1,-1,-1
14,14,704.70,316.29,47.54,138.53,1,-1,-1,-1
14,15,1689.72,541.08,57.80,162.66,1,-1,-1,-1
14,17,767.38,313.88,40.25,130.94,1,-1,-1,-1
14,21,1359.91,311.36,49.88,57.97,1,-1,-1,-1
14,22,228.47,141.25,1737.51,665.21,1,-1,-1,-1
15,2,837.95,150.34,233.72,645.82,1,-1,-1,-1
15,3,301.10,254.63,126.00,368.06,1,-1,-1,-1
15,4,466.04,244.51,109.52,361.82,1,-1,-1,-1
